,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,hotel_user_Ratings,hotel_user_Ratings_text,hotel_room_type,hotel_room_Benefits,feature_data,Features,adult_capacity,children_capacity,Room Capacity,Balcony/terrace,Kitchenette,Free Wi-Fi,Executive lounge access,Hair dryer,Open air bath privileges,Towels,TV [in bathroom],Mirror,Additional bathroom,Whirlpool bathtub,Additional toilet,Bathroom phone,Scale,Cleaning products,Toiletries,Bathrobes,Free Wi-Fi in all rooms!,Internet access – LAN,In-room tablet,Wi-Fi [charges apply],Video game console,LAN Internet in room [free],On-demand movies,iPod docking station,TV,Telephone,Satellite/cable channels,LAN Internet in room [charges apply],Wi-Fi [free],Internet access – wireless,TV [flat screen],DVD/CD player,Umbrella,Daily newspaper,Electric blanket,Heating,Private entrance,Air conditioning,Air purifier,Humidifier,Linens,Wake-up service,Mosquito net,Fan,Alarm clock,Slippers,Blackout curtains,Soundproofing,Free instant coffee,Free welcome drink,Coffee/tea maker,Kitchenware,Full kitchen,Microwave,Dishwasher,Free bottled water,Refrigerator,Complimentary tea,Mini bar,kitchen,High chair,High floor,Interconnecting room(s) available,Seating area,Sofa,Laptop workspace,Separate living room,Fireplace,Carpeting,Wooden/parqueted flooring,Extra long bed,Separate dining area,Desk,Clothes dryer,Ironing facilities,Trouser press,Shoeshine kit,Sewing kit,Dressing room,Washing machine,Closet,Clothes rack,Locker,Carbon monoxide detector,Pets allowed in room,Smoke detector,In-room safe box,Laptop safe box,Fire extinguisher,First aid kit,hotel_price,benefit_free_wifi,benefit_free_breakfast,benefit_cancel_policy,benefit_free_cancellation,benefit_pay_nothing,benefit_low_price,benefit_pay_at_hotel,benefit_book_without_card,benefit_airport,benefit_express,view_City view,view_Country view,view_Courtyard view,view_Garden view,view_Lake view,view_Nature view,view_No Windows view,view_Park view,view_Pool view,view_River view,view_Street view,view_unknown,district_Bang Kapi,district_Bang Na,district_Bangkok Riverside,district_Chatuchak,district_China Town,district_Don Mueang International Airport,district_Khaosan,district_Pratunam,district_Ratchadaphisek,district_Sathorn,district_Siam,district_Silom,district_South Thonburi,district_Sukhumvit,district_Suvarnabhumi Airport,district_Thonburi,district_Wireless
2723,1000456,The Krungkasem Srikrung Hotel,"1860 Krungkasem Road, Pomprab, China Town, Bangkok, Thailand, 10100",2.0,8.8,Odeon Roundabout && 180 m ; Wat Traimit && 190 m ; Hang Sura Lao Ngi Chun && 210 m ; The Museum of Thai Red Cross Society && 290 m ; Whitespace Gallery && 300 m ; Temple of the Golden Buddha (Wat Traimit) && 370 m ; Chinatown - Bangkok && 380 m ; 22 July Roundabout && 400 m ; Talat Noi && 530 m ; Yaowarat Road && 630 m,Yaowarat Road && 630 m ; Wat Saket && 1.89 km ; Jim Thompson && 2.19 km ; Wat Pho Temple && 2.57 km ; Central World && 2.69 km ; Wat Phra Kaew && 2.79 km ; Grand Palace && 2.86 km ; Khao San Road && 2.87 km ; Asiatique - The Riverfront && 4.12 km ; Terminal 21 Shopping Mall && 4.88 km,7.9,Very good,Twin Deluxe Shower,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '2 single beds&&Room size: 20 m²/215 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Fan&&Linens&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",2 single beds&&Room size: 20 m²/215 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,2.0,20.0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,703,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2729,1000456,The Krungkasem Srikrung Hotel,"1860 Krungkasem Road, Pomprab, China Town, Bangkok, Thailand, 10100",2.0,8.8,Odeon Roundabout && 180 m ; Wat Traimit && 190 m ; Hang Sura Lao Ngi Chun && 210 m ; The Museum of Thai Red Cross Society && 290 m ; Whitespace Gallery && 300 m ; Temple of the Golden Buddha (Wat Traimit) && 370 m ; Chinatown - Bangkok && 380 m ; 22 July Roundabout && 400 m ; Talat Noi && 530 m ; Yaowarat Road && 630 m,Yaowarat Road && 630 m ; Wat Saket && 1.89 km ; Jim Thompson && 2.19 km ; Wat Pho Temple && 2.57 km ; Central World && 2.69 km ; Wat Phra Kaew && 2.79 km ; Grand Palace && 2.86 km ; Khao San Road && 2.87 km ; Asiatique - The Riverfront && 4.12 km ; Terminal 21 Shopping Mall && 4.88 km,7.9,Very good,Twin Deluxe Room with Bathtub,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '2 single beds&&Room size: 20 m²/215 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Fan&&Linens&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",2 single beds&&Room size: 20 m²/215 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&,2.0,2.0,20.0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,766,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2735,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Double (with window),Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Guest ratings': '&&', 'Features': '1 double bed&&Room size: 13 m²/140 ft²&&City view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Cleaning products&&Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': ''}",1 double bed&&Room size: 13 m²/140 ft²&&City view&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,857,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2736,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Double (with window),"Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&', 'Features': '1 double bed&&Room size: 13 m²/140 ft²&&City view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Cleaning products&&Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': ''}",1 double bed&&Room size: 13 m²/140 ft²&&City view&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1013,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2737,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Double (no window),Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Guest ratings': '&&', 'Features': '1 double bed&&Room size: 11 m²/118 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Cleaning products&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': ''}",1 double bed&&Room size: 11 m²/118 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,11.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,727,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2738,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Double (no window),"Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&', 'Features': '1 double bed&&Room size: 11 m²/118 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Cleaning products&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': ''}",1 double bed&&Room size: 11 m²/118 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,11.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,864,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2739,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Family 4 Pax,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Guest ratings': '&&', 'Features': '2 bunk beds&&Room size: 13 m²/140 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 bunk beds&&', 'Bathroom and toiletries': 'Cleaning products&&Hair dryer&&Mirror&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Safety and security features': ''}",2 bunk beds&&Room size: 13 m²/140 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&,4.0,0.0,13.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2740,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Family 4 Pax,"Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&', 'Features': '2 bunk beds&&Room size: 13 m²/140 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 bunk beds&&', 'Bathroom and toiletries': 'Cleaning products&&Hair dryer&&Mirror&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Safety and security features': ''}",2 bunk beds&&Room size: 13 m²/140 ft²&&No Windows view&&Non-smoking&&Shower&&Free Wi-Fi&&,4.0,0.0,13.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2741,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Bunk Bed Room for 2persons,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Guest ratings': '&&', 'Features': '1 bunk bed&&Room size: 13 m²/140 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&', 'Bed types': '1 bunk bed&&', 'Bathroom and toiletries': 'Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': 'Smoke detector&&'}",1 bunk bed&&Room size: 13 m²/140 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&,2.0,0.0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,601,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2742,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Bunk Bed Room for 2persons,"Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&', 'Features': '1 bunk bed&&Room size: 13 m²/140 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&', 'Bed types': '1 bunk bed&&', 'Bathroom and toiletries': 'Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': 'Smoke detector&&'}",1 bunk bed&&Room size: 13 m²/140 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&,2.0,0.0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,711,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2743,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Family Suite 8,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Guest ratings': '&&', 'Features': '4 bunk beds&&Room size: 26 m²/280 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&', 'Bed types': '4 bunk beds&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': ''}",4 bunk beds&&Room size: 26 m²/280 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&,8.0,0.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1243,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2744,1000462,Cacha Bed,"156 Maha Chai Road, Wangburaphapirom, Phranakhon, China Town, Bangkok, Thailand, 10200",2.0,8.1,"Mega Plaza && 130 m ; Pirom Plaza && 150 m ; O.P. Place Shopping Centre && 190 m ; Nakhon Kasem && 250 m ; Sri Gurusingh Sabha && 270 m ; Phahurat && 330 m ; Sikh Temple, Gurudwara Sri Guru Singh Sabha && 380 m ; Wat Suthat && 410 m ; Pahurat - Cloth Market && 420 m ; Sampeng Market && 420 m",Wat Saket && 860 m ; Yaowarat Road && 1 km ; Wat Pho Temple && 1.12 km ; Wat Phra Kaew && 1.25 km ; Grand Palace && 1.31 km ; Khao San Road && 1.42 km ; Jim Thompson && 3.76 km ; Central World && 3.91 km ; Asiatique - The Riverfront && 4.78 km ; Terminal 21 Shopping Mall && 6.28 km,8.5,Excellent,Family Suite 8,"Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Guest ratings': '&&', 'Features': '4 bunk beds&&Room size: 26 m²/280 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&', 'Bed types': '4 bunk beds&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': ''}",4 bunk beds&&Room size: 26 m²/280 ft²&&Street view&&Non-smoking&&Shower&&Shared bathroom&&Free Wi-Fi&&,8.0,0.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1469,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
